id;cadastrado_em;modificado_em;nome;posicao;numeracao;tipo;conta_pai_id;excluido;selecionavel;essencial
110144;2018-06-27 00:03:56.542501+00;2018-06-27 00:06:01.096795+00;REPASSES DA SRF - Outros;11199;1.11.99;E;110138;false;true;false
110140;2018-06-26 23:53:42.341233+00;2018-06-26 23:53:42.341273+00;REPASSES DA SRF - Pagamento de Alugueis;11102;1.11.02;E;110138;false;true;false
110139;2018-06-26 23:53:04.882438+00;2018-06-26 23:53:04.88247+00;REPASSES DA SRF - Pagamento de Obreiros;11101;1.11.01;E;110138;false;true;false
110138;2018-06-26 23:51:55.193733+00;2018-06-26 23:55:46.575915+00;REPASSES DA SRF - Secretaria Regional de Finanças;111;1.11;E;1;false;false;false
110145;2018-06-27 00:04:32.697585+00;2018-06-27 00:06:23.055371+00;REPASSES DA SRM - Outros;11299;1.12.99;E;110141;false;true;false
110142;2018-06-26 23:56:32.329258+00;2018-06-26 23:56:32.329292+00;REPASSES DA SRM - Pagamento de Obreiros;11201;1.12.01;E;110141;false;true;false
110141;2018-06-26 23:55:13.526969+00;2018-06-26 23:55:13.527003+00;REPASSES DA SRM - Secretaria Regional de Missões;112;1.12;E;1;false;false;false
110143;2018-06-26 23:57:39.831878+00;2018-06-26 23:57:39.83191+00;REPASSES DA SRM _ Pagamento de Alugueis;11202;1.12.02;E;110141;false;true;false
110184;2021-05-25 14:31:23.121676+00;2021-05-25 14:31:23.121755+00;Ressarcimento  de Empréstimos outras instituições;12501;1.25.01;E;110183;false;true;false
110185;2021-05-25 14:31:59.622556+00;2021-05-25 14:31:59.622633+00;Ressarcimento de Empréstimos Outras IMW;12502;1.25.02;E;110183;false;true;false
110091;2016-10-26 18:31:52.223683+00;2016-10-26 18:31:52.223724+00;SGF/SRF - Fundo Episcopal;11003;1.10.03;E;110005;false;true;false
106;2016-09-14 17:58:29.191548+00;2016-09-14 17:58:45.823034+00;teste;0;0;E;1;true;false;true
110002;2016-10-12 07:54:49.907925+00;2019-09-27 20:53:58.863627+00;ESTORNO DE LANÇAMENTO;401;4.01;R;110001;false;false;false
110001;2016-05-24 02:07:26.124+00;2016-10-25 19:59:14.507803+00;ESTORNOS;4;4;R;\0;false;false;false
110160;2018-08-21 14:14:19.100632+00;2018-08-21 14:14:19.100666+00;ACAMPAMENTOS - Compras Cantina;22103;2.21.03;S;110157;false;true;false
110161;2018-08-21 14:15:06.641955+00;2018-08-21 14:15:06.64199+00;ACAMPAMENTOS - Compras de Mercado;22104;2.21.04;S;110157;false;true;false
110162;2018-08-21 14:15:49.280587+00;2018-08-21 14:15:49.280623+00;ACAMPAMENTOS - Diária de Cantina;22105;2.21.05;S;110157;false;true;false
110163;2018-08-21 14:16:23.386848+00;2018-08-21 14:16:23.386884+00;ACAMPAMENTOS - Diária de Eventos;22106;2.21.06;S;110157;false;true;false
110159;2018-08-21 14:13:35.475693+00;2018-08-21 14:17:00.741358+00;ACAMPAMENTOS - Expediente;22102;2.21.02;S;110157;false;true;false
110158;2018-08-21 14:11:33.673229+00;2018-08-21 14:16:42.134677+00;ACAMPAMENTOS - Sistemas;22101;2.21.01;S;110157;false;true;false
110157;2018-08-21 14:08:28.904197+00;2018-08-21 14:08:28.90424+00;ACAMPAMENTOS e CENTRO DE CONVENÇÕES;221;2.21;S;2;false;false;false
73;2016-09-14 14:00:25.630293+00;2016-10-25 19:23:46.381446+00;ALUGUÉIS;204;2.04;S;2;false;false;false
66;2016-09-14 13:50:28.655476+00;2016-10-25 19:24:55.912371+00;ALUGUÉIS - Casas Pastorais;20405;2.04.05;S;45;false;true;false
75;2016-09-14 14:05:46.276413+00;2016-10-25 19:24:13.30979+00;ALUGUÉIS - Edifício Educacional (Prédios, Salas, Casas, Escolas);20402;2.04.02;S;73;false;true;false
78;2016-09-14 14:10:37.755912+00;2016-10-25 19:25:10.970429+00;ALUGUÉIS - Outros;20499;2.04.99;S;73;false;true;false
77;2016-09-14 14:10:16.978888+00;2016-10-25 19:24:40.809828+00;ALUGUÉIS - Residencias (excepto pastoral e fins educacionais);20404;2.04.04;S;73;false;true;false
74;2016-09-14 14:01:14.373311+00;2016-10-25 19:23:59.393851+00;ALUGUÉIS - Templos (Locais de Culto);20401;2.04.01;S;73;false;true;false
76;2016-09-14 14:06:21.935768+00;2016-10-25 19:24:28.085912+00;ALUGUÉIS - Terrenos;20403;2.04.03;S;73;false;true;false
67;2016-09-14 13:54:09.330042+00;2016-10-25 19:19:44.079279+00;AQUISIÇÕES;203;2.03;S;2;false;false;false
108;2016-09-14 20:14:24.395493+00;2016-10-25 19:21:22.184536+00;AQUISIÇÕES - Acampamentos;20307;2.03.07;S;67;false;true;false
110129;2018-06-26 22:53:45.117624+00;2018-06-26 22:53:45.117656+00;AQUISIÇÕES - Consórcio;20309;2.03.09;S;67;false;true;false
69;2016-09-14 13:55:25.672794+00;2016-10-25 19:20:12.441466+00;AQUISIÇÕES - Equipamentos Eletro-Eletrônicos (Geladeiras, Frizers, Tvs);20302;2.03.02;S;67;false;true;false
68;2016-09-14 13:54:33.631638+00;2016-10-25 19:19:58.454009+00;AQUISIÇÕES - Equipamentos de Som;20301;2.03.01;S;67;false;true;false
107;2016-09-14 20:11:55.234294+00;2016-10-25 19:21:07.407765+00;AQUISIÇÕES - Imóveis (predios, residencias, salas);20305;2.03.05;S;67;false;true;false
70;2016-09-14 13:57:22.560707+00;2016-10-25 19:20:30.465424+00;AQUISIÇÕES - Mobiliário (cadeiras, mesas, armários);20303;2.03.03;S;67;false;true;false
72;2016-09-14 13:59:43.683494+00;2016-10-25 19:22:49.498466+00;AQUISIÇÕES - Outras;20399;2.03.99;S;67;false;true;false
223;2016-09-16 21:21:42.479164+00;2016-10-25 19:22:36.110803+00;AQUISIÇÕES - Terrenos;20308;2.03.08;S;67;false;true;false
71;2016-09-14 13:59:08.87693+00;2016-10-25 19:20:44.163473+00;AQUISIÇÕES - Veículos;20304;2.03.04;S;67;false;true;false
95;2016-09-14 15:11:39.783702+00;2016-10-25 19:32:50.183613+00;AÇÃO SOCIAL;207;2.07;S;2;false;false;false
96;2016-09-14 15:12:10.725454+00;2016-10-25 19:33:04.407881+00;AÇÃO SOCIAL - Ajuda Financeira;20701;2.07.01;S;95;false;true;false
98;2016-09-14 15:13:35.584017+00;2016-10-25 19:33:36.019487+00;AÇÃO SOCIAL - Distribuição de Alimentos;20703;2.07.03;S;95;false;true;false
97;2016-09-14 15:12:33.589251+00;2016-10-25 19:33:19.103047+00;AÇÃO SOCIAL - Medicamentos e Roupas;20702;2.07.02;S;95;false;true;false
99;2016-09-14 15:14:03.581128+00;2016-10-25 19:34:17.897399+00;AÇÃO SOCIAL - Outras;20799;2.07.99;S;95;false;true;false
125;2016-09-15 19:59:12.583309+00;2016-10-25 19:33:52.283938+00;AÇÃO SOCIAL - Transporte;20704;2.07.04;S;95;false;true;false
79;2016-09-14 14:17:00.642023+00;2016-10-25 19:25:31.41778+00;CONSERVAÇÃO;205;2.05;S;2;false;false;false
82;2016-09-14 14:19:50.808717+00;2016-10-25 19:26:34.969+00;CONSERVAÇÃO - Manutenção de Equipamentos (exceto eq. som);20503;2.05.03;S;79;false;true;false
81;2016-09-14 14:19:20.724027+00;2016-10-25 19:26:20.890769+00;CONSERVAÇÃO - Manutenção de Equipamentos de Som;20502;2.05.02;S;79;false;true;false
85;2016-09-14 14:31:40.320212+00;2016-10-25 19:27:09.171958+00;CONSERVAÇÃO - Manutenção de Instalações (pequenos reparos);20504;2.05.04;S;79;false;true;false
109;2016-09-14 20:18:31.06781+00;2016-10-25 19:27:33.87744+00;CONSERVAÇÃO - Manutenção de Veículos;20505;2.05.05;S;79;false;true;false
80;2016-09-14 14:17:33.614891+00;2016-10-25 19:26:05.778676+00;CONSERVAÇÃO - Material de Limpeza e Higiene;20501;2.05.01;S;79;false;true;false
83;2016-09-14 14:20:20.865486+00;2016-10-25 19:27:54.516144+00;CONSERVAÇÃO - Outros;20599;2.05.99;S;79;false;true;false
110;2016-09-14 20:21:33.951453+00;2016-10-25 21:28:00.140028+00;CONSTRUÇÕES;210;2.10;S;2;false;false;false
112;2016-09-14 20:23:03.723318+00;2016-10-25 21:28:24.191653+00;CONSTRUÇÕES - Materiais;21002;2.10.02;S;110;false;true;false
111;2016-09-14 20:22:23.143847+00;2016-10-25 21:28:12.824054+00;CONSTRUÇÕES - Mão de Obra;21001;2.10.01;S;110;false;true;false
114;2016-09-15 19:27:00.144476+00;2016-10-25 21:28:54.773083+00;CONSTRUÇÕES - Outros;21099;2.10.99;S;110;false;true;false
113;2016-09-15 19:25:32.644052+00;2016-10-25 21:28:39.620267+00;CONSTRUÇÕES - Reformas em Geral;21003;2.10.03;S;110;false;true;false
88;2016-09-14 15:07:13.814628+00;2016-10-25 19:28:49.951277+00;DEPARTAMENTOS;206;2.06;S;2;false;false;false
91;2016-09-14 15:09:11.295986+00;2016-10-25 19:29:55.324926+00;DEPARTAMENTOS - Adolescentes;20603;2.06.03;S;88;false;true;false
93;2016-09-14 15:10:21.123981+00;2016-10-25 19:30:34.003866+00;DEPARTAMENTOS - Adultos;20605;2.06.05;S;88;false;true;false
89;2016-09-14 15:08:18.496238+00;2016-10-25 19:29:13.809789+00;DEPARTAMENTOS - Crianças;20601;2.06.01;S;88;false;true;false
115;2016-09-15 19:27:57.211167+00;2016-10-25 19:30:57.302831+00;DEPARTAMENTOS - Homens;20606;2.06.06;S;88;false;true;false
92;2016-09-14 15:09:53.895598+00;2016-10-25 19:30:20.758714+00;DEPARTAMENTOS - Jovens;20604;2.06.04;S;88;false;true;false
116;2016-09-15 19:28:14.316959+00;2016-10-25 19:31:09.445237+00;DEPARTAMENTOS - Mulheres;20607;2.06.07;S;88;false;true;false
94;2016-09-14 15:10:41.43178+00;2016-10-25 19:31:36.764029+00;DEPARTAMENTOS - Outros;20699;2.06.99;S;88;false;true;false
90;2016-09-14 15:08:49.777646+00;2016-10-25 19:29:27.167606+00;DEPARTAMENTOS - Pré-adolescentes;20602;2.06.02;S;88;false;true;false
117;2016-09-15 19:28:49.404103+00;2016-10-25 19:31:23.885652+00;DEPARTAMENTOS - Terceira Idade;20608;2.06.08;S;88;false;true;false
45;2016-09-14 00:26:23.055168+00;2016-10-25 17:48:02.398407+00;DESPESAS ADMINISTRATIVAS;201;2.01;S;2;false;false;false
121;2016-09-15 19:43:34.614797+00;2017-11-14 17:17:10.148912+00;DESPESAS ADMINISTRATIVAS - Ajuda de Custo Excedente para Clérigos;20115;2.01.15;S;45;false;true;false
123;2016-09-15 19:52:23.283738+00;2016-10-25 17:53:41.061694+00;DESPESAS ADMINISTRATIVAS - Alimentação (lanches e refeições);20117;2.01.17;S;45;false;true;false
65;2016-09-14 02:08:24.013751+00;2017-11-14 17:17:56.49956+00;DESPESAS ADMINISTRATIVAS - Anuênio (verba de representação) para Clérigos;20116;2.01.16;S;45;false;true;false
122;2016-09-15 19:48:37.129436+00;2016-09-15 20:13:56.679688+00;DESPESAS ADMINISTRATIVAS - Anuênio (verba de representação) para Clérigos;20116;2.01.16;S;45;true;false;true
110110;2017-06-21 00:25:01.296373+00;2017-06-21 00:25:01.296426+00;DESPESAS ADMINISTRATIVAS - Cartórios;20122;2.01.22;S;45;false;true;false
50;2016-09-14 00:30:52.871581+00;2016-10-25 17:49:10.735071+00;DESPESAS ADMINISTRATIVAS - Combustível e Lubrificantes;20105;2.01.05;S;45;false;true;false
120;2016-09-15 19:39:41.84485+00;2016-10-25 17:52:35.522856+00;DESPESAS ADMINISTRATIVAS - Condominio;20114;2.01.14;S;45;false;true;false
124;2016-09-15 19:54:01.392448+00;2016-10-25 17:53:59.146465+00;DESPESAS ADMINISTRATIVAS - Consumíveis (descartáveis, copos, talheres, calices);20118;2.01.18;S;45;false;true;false
118;2016-09-15 19:35:27.049629+00;2016-10-25 17:51:54.104397+00;DESPESAS ADMINISTRATIVAS - Correios;20112;2.01.12;S;45;false;true;false
110093;2016-11-10 01:06:06.960852+00;2016-11-10 01:06:06.960897+00;DESPESAS ADMINISTRATIVAS - Fotocópias;20121;2.01.21;S;45;false;true;false
64;2016-09-14 01:51:22.787914+00;2016-10-25 17:50:37.594365+00;DESPESAS ADMINISTRATIVAS - Gás (botija ou encanado);20108;2.01.08;S;45;false;true;false
86;2016-09-14 14:32:58.825742+00;2016-10-25 17:51:22.712907+00;DESPESAS ADMINISTRATIVAS - Honorários e Prestação de Serviços;20110;2.01.10;S;45;false;true;false
110015;2016-10-21 12:30:42.566561+00;2016-10-25 19:15:42.977358+00;DESPESAS ADMINISTRATIVAS - Hotel e Hospedagem;20120;2.01.20;S;45;false;true;false
87;2016-09-14 14:58:23.565018+00;2016-10-25 17:51:38.918879+00;DESPESAS ADMINISTRATIVAS - Impressos;20111;2.01.11;S;45;false;true;false
63;2016-09-14 01:50:54.54044+00;2016-10-25 17:50:10.546997+00;DESPESAS ADMINISTRATIVAS - Internet e TV (cabo ou satélite);20107;2.01.07;S;45;false;true;false
47;2016-09-14 00:27:38.579254+00;2016-10-25 17:49:52.599871+00;DESPESAS ADMINISTRATIVAS - Luz/Energia;20102;2.01.02;S;45;false;true;true
51;2016-09-14 00:32:28.717359+00;2016-10-25 17:49:28.851409+00;DESPESAS ADMINISTRATIVAS - Material de Escritório;20106;2.01.06;S;45;false;true;false
62;2016-09-14 00:40:38.425183+00;2016-10-25 19:15:59.9544+00;DESPESAS ADMINISTRATIVAS - Outras;20199;2.01.99;S;45;false;true;false
119;2016-09-15 19:36:14.484092+00;2016-10-25 17:52:20.205143+00;DESPESAS ADMINISTRATIVAS - Procurações e Cartórios;20113;2.01.13;S;45;false;true;false
130;2016-09-15 20:10:37.82183+00;2016-10-25 19:14:59.562797+00;DESPESAS ADMINISTRATIVAS - Seguros (incêndio, roubo, enchente);20119;2.01.19;S;45;false;true;false
49;2016-09-14 00:29:29.686084+00;2016-10-25 17:48:48.77127+00;DESPESAS ADMINISTRATIVAS - Telefone Celular;20104;2.01.04;S;45;false;true;false
48;2016-09-14 00:28:57.894954+00;2016-10-25 17:47:45.372019+00;DESPESAS ADMINISTRATIVAS - Telefone Fixo;20103;2.01.03;S;45;false;true;false
84;2016-09-14 14:30:43.301801+00;2016-10-25 17:50:54.082302+00;DESPESAS ADMINISTRATIVAS - Transporte (onibus, van, taxi, fretes, carretos, etc);20109;2.01.09;S;45;false;true;false
110112;2017-06-22 18:19:25.653738+00;2017-06-22 18:19:49.890296+00;DESPESAS ADMINISTRATIVAS - Viagens (deslocações, refeições e hospedagem);20123;2.01.23;S;45;false;true;false
46;2016-09-14 00:26:53.42239+00;2016-10-25 17:49:40.931055+00;DESPESAS ADMINISTRATIVAS - Água;20101;2.01.01;S;45;false;true;true
126;2016-09-15 20:06:08.588239+00;2016-10-25 20:16:38.06459+00;DESPESAS FINANCEIRAS;211;2.11;S;2;false;false;false
110122;2017-11-09 18:19:09.954744+00;2018-04-03 22:56:39.166536+00;DESPESAS FINANCEIRAS - Cheques Incobráveis;21104;2.11.04;S;126;false;true;false
167;2016-09-15 21:06:19.085265+00;2016-10-25 20:17:38.725614+00;DESPESAS FINANCEIRAS - Financiamentos;21103;2.11.03;S;126;false;true;false
128;2016-09-15 20:07:16.656903+00;2016-10-25 20:17:24.346513+00;DESPESAS FINANCEIRAS - Juros;21102;2.11.02;S;126;false;true;false
129;2016-09-15 20:07:34.599239+00;2016-10-25 20:17:54.418452+00;DESPESAS FINANCEIRAS - Outras;21199;2.11.99;S;126;false;true;false
127;2016-09-15 20:06:39.522024+00;2016-10-25 20:16:50.525219+00;DESPESAS FINANCEIRAS - Tarifas Bancárias;21101;2.11.01;S;126;false;true;false
110136;2018-06-26 23:11:23.763958+00;2018-06-26 23:11:23.763989+00;DESPESAS FINANCEIRAS - Taxa Operacional Uso Máquina Cartão;21105;2.11.05;S;126;false;true;false
52;2016-09-14 00:34:21.074187+00;2016-10-25 19:16:28.19788+00;DESPESAS PASTORAIS;202;2.02;S;2;false;false;false
59;2016-09-14 00:38:20.346682+00;2016-10-25 19:18:13.768875+00;DESPESAS PASTORAIS - Abono Natalino;20207;2.02.07;S;52;false;true;false
55;2016-09-14 00:35:56.066194+00;2016-10-25 19:17:11.204902+00;DESPESAS PASTORAIS - CAW;20203;2.02.03;S;52;false;true;false
56;2016-09-14 00:36:17.745834+00;2016-10-25 19:17:25.828029+00;DESPESAS PASTORAIS - INSS;20204;2.02.04;S;52;false;true;false
110109;2017-06-19 21:57:26.692361+00;2017-10-17 18:23:39.008676+00;DESPESAS PASTORAIS - Licença Remunerada;20209;2.02.09;S;52;true;true;false
61;2016-09-14 00:39:57.186144+00;2016-10-25 19:19:10.150525+00;DESPESAS PASTORAIS - Outras;20299;2.02.99;S;52;false;true;false
57;2016-09-14 00:37:18.637361+00;2016-10-25 19:17:43.115012+00;DESPESAS PASTORAIS - Plano de Saúde;20205;2.02.05;S;52;false;true;false
60;2016-09-14 00:39:17.175723+00;2016-10-25 19:18:45.43234+00;DESPESAS PASTORAIS - Previdência Privada (outra além do CAW);20208;2.02.08;S;52;false;true;false
58;2016-09-14 00:37:53.514356+00;2016-10-25 19:17:59.414097+00;DESPESAS PASTORAIS - Seguros Diversos;20206;2.02.06;S;52;false;true;false
53;2016-09-14 00:34:47.35295+00;2016-10-25 19:16:42.708836+00;DESPESAS PASTORAIS - Subsídios (prebendas);20201;2.02.01;S;52;false;true;false
54;2016-09-14 00:35:29.946416+00;2016-10-25 19:16:56.566633+00;DESPESAS PASTORAIS - Viagens/Expediente;20202;2.02.02;S;52;false;true;false
110169;2019-03-28 18:46:30.194133+00;2020-10-20 20:53:53.774859+00;DESPESAS PASTORAIS – Adiantamento de Subsidio a Clérigos;20209;2.02.09;S;52;false;false;false
110189;2023-04-08 02:36:34.233621+00;2023-04-08 02:36:34.233649+00;DESPESAS PASTORAIS – MetLife;20210;2.02.10;S;52;false;true;false
226;2016-09-21 14:43:40.338531+00;2016-10-25 20:14:12.571311+00;DISTRITOS;220;2.20;S;2;false;false;false
227;2016-09-21 14:44:28.249926+00;2016-10-25 20:14:25.299053+00;DISTRITOS - Cota Distrital;22001;2.20.01;S;226;false;true;false
110175;2019-07-08 18:52:48.84043+00;2019-07-08 18:52:48.840496+00;DISTRITOS - Dízimo dos Clérigos (conforme orientação da região ou distrito);22003;2.20.03;S;226;false;true;false
229;2016-09-21 14:45:42.684123+00;2016-10-25 20:14:37.36576+00;DISTRITOS - Ofertas Distritais;22002;2.20.02;S;226;false;true;false
230;2016-09-21 14:46:05.280881+00;2016-09-21 14:47:32.027556+00;DISTRITOS - Ofertas Distritais;22002;2.20.02;S;226;true;false;true
228;2016-09-21 14:44:54.349947+00;2016-10-25 20:14:49.762963+00;DISTRITOS - Outras despesas;22099;2.20.99;S;226;false;true;false
100;2016-09-14 15:34:30.783757+00;2016-09-14 15:34:30.783812+00;EBD - Escola Bíblica Dominical;1;2.08;S;2;false;false;false
101;2016-09-14 15:34:54.009994+00;2016-09-19 18:38:35.63541+00;EBD - Material Didático;20801;2.08.01;S;100;false;true;false
104;2016-09-14 15:37:07.643212+00;2016-09-19 18:38:35.656496+00;EBD - Outras;20899;2.08.99;S;100;false;true;false
103;2016-09-14 15:36:12.486373+00;2016-09-19 18:38:35.649712+00;EBD - Revistas (outras publicadoras);20803;2.08.03;S;100;false;true;false
102;2016-09-14 15:35:37.985098+00;2016-09-19 18:38:35.642542+00;EBD - Revistas do CPIMW;20802;2.08.02;S;100;false;true;false
214;2016-09-16 19:41:36.412071+00;2016-10-25 20:11:43.718807+00;EMPRÉSTIMOS;219;2.19;S;2;false;false;false
110150;2018-07-16 17:43:57.070209+00;2019-02-04 14:05:15.505354+00;EMPRÉSTIMOS - Bancos - Empréstimos Contratados;21906;2.19.06;S;214;false;true;false
216;2016-09-16 19:42:35.864105+00;2016-10-25 20:12:26.975511+00;EMPRÉSTIMOS - FIW - Fundo Imobiliário Wesleyano;21902;2.19.02;S;214;false;true;false
110115;2017-06-27 16:07:36.59969+00;2017-06-27 16:07:36.599753+00;EMPRÉSTIMOS - Feito a Pastores;21905;2.19.05;S;214;false;true;false
218;2016-09-16 19:43:15.799145+00;2016-10-25 20:12:57.116205+00;EMPRÉSTIMOS - Outras Igrejas;21904;2.19.04;S;214;false;true;false
217;2016-09-16 19:42:58.458809+00;2016-10-25 20:12:43.187086+00;EMPRÉSTIMOS - Outras Secretarias;21903;2.19.03;S;214;false;true;false
219;2016-09-16 19:43:40.450768+00;2016-10-25 20:13:10.468182+00;EMPRÉSTIMOS - Outros;21999;2.19.99;S;214;false;true;false
215;2016-09-16 19:42:17.457577+00;2016-10-25 20:12:10.622483+00;EMPRÉSTIMOS - SGF/SRF - Secretaria de Finanças;21901;2.19.01;S;214;false;true;false
105;2016-09-14 15:37:42.860063+00;2016-10-25 21:30:22.234897+00;EVANGELISMO;209;2.09;S;2;false;false;false
149;2016-09-15 20:50:36.376239+00;2016-10-25 21:30:47.417337+00;EVANGELISMO - Cultos, Campanhas e Cruzadas Evangelisticas;20902;2.09.02;S;105;false;true;false
150;2016-09-15 20:54:24.871112+00;2016-10-25 21:31:00.730737+00;EVANGELISMO - Despesas com Obreiros e Preletores;20903;2.09.03;S;105;false;true;false
148;2016-09-15 20:49:29.936117+00;2016-10-25 21:30:34.388837+00;EVANGELISMO - Distribuição de Literatura (Revistas, Jornais, Folhetos, Bíblias);20901;2.09.01;S;105;false;true;false
151;2016-09-15 20:55:24.76229+00;2016-10-25 21:31:15.275628+00;EVANGELISMO - Divulgação e Publicidade;20904;2.09.04;S;105;false;true;false
154;2016-09-15 20:57:27.844582+00;2016-10-25 21:32:58.70796+00;EVANGELISMO - Outros;20999;2.09.99;S;88;false;true;false
152;2016-09-15 20:56:01.651047+00;2016-10-25 21:32:45.113809+00;EVANGELISMO - Pontos de Pregação;20905;2.09.05;S;105;false;true;false
153;2016-09-15 20:57:08.277754+00;2016-10-25 21:33:13.945059+00;EVANGELISMO - Visitações;20906;2.09.06;S;105;false;true;false
155;2016-09-15 20:58:17.057964+00;2016-10-25 21:24:25.479661+00;EVENTOS;213;2.13;S;2;false;false;false
156;2016-09-15 20:59:12.423836+00;2016-10-25 21:24:38.68632+00;EVENTOS - Campanhas e Gincanas;21301;2.13.01;S;155;false;true;false
166;2016-09-15 21:05:13.180012+00;2018-04-03 22:55:59.442022+00;EVENTOS - Comemorações e Festividades;21309;2.13.09;S;155;false;true;false
159;2016-09-15 21:01:17.459186+00;2016-10-25 21:25:23.016361+00;EVENTOS - Concílios Gerais;21304;2.13.04;S;155;false;true;false
160;2016-09-15 21:01:37.42293+00;2016-10-25 21:25:37.161822+00;EVENTOS - Concílios Regionais;21305;2.13.05;S;155;false;true;false
158;2016-09-15 21:00:25.01918+00;2016-10-25 21:25:08.808535+00;EVENTOS - Congressos Outros;21303;2.13.03;S;155;false;true;false
157;2016-09-15 20:59:34.751766+00;2016-10-25 21:24:55.589223+00;EVENTOS - Congressos Wesleyanos;21302;2.13.02;S;155;false;true;false
161;2016-09-15 21:02:56.575251+00;2016-10-25 21:25:52.659312+00;EVENTOS - Convenções;21306;2.13.06;S;155;false;true;false
162;2016-09-15 21:03:27.045598+00;2016-10-25 21:26:07.088641+00;EVENTOS - Encontros;21307;2.13.07;S;155;false;true;false
164;2016-09-15 21:04:06.334527+00;2016-10-25 21:26:49.650225+00;EVENTOS - Outros;21399;2.13.99;S;155;false;true;false
163;2016-09-15 21:03:46.163557+00;2016-10-25 21:26:19.854843+00;EVENTOS - Retiros;21308;2.13.08;S;155;false;true;false
170;2016-09-16 18:33:42.271595+00;2016-10-25 20:22:24.586069+00;IMPOSTOS E TAXAS;215;2.15;S;2;false;false;false
